market_id,tier,anomaly_family,metric_name,row_count,alert_count,max_severity,max_robust_z,max_percentile_rank,first_alert_at,latest_alert_at,limitation,claim_scope
0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,concentration,hhi_concentration,21,0,none,,0.9,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,concentration,top_tier_share,21,0,none,,0.9,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.9,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,active_wallet_activity,active_wallets,21,0,none,,0.95,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,concentration,hhi_concentration,21,0,none,,0.95,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,concentration,top_tier_share,21,0,none,,0.95,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.95,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,concentration,hhi_concentration,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,concentration,top_tier_share,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,active_wallet_activity,active_wallets,21,1,info,0.6744907594765952,0.9,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,concentration,hhi_concentration,21,0,none,-1.752277463547134,0.4,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,concentration,top_tier_share,21,0,none,-1.892293643026096,0.4,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,0.08070396664205748,0.55,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,active_wallet_activity,active_wallets,21,0,none,,0.85,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,concentration,hhi_concentration,21,0,none,,0.85,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,concentration,top_tier_share,21,0,none,,0.85,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.85,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,active_wallet_activity,active_wallets,21,0,none,,0.95,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,concentration,hhi_concentration,21,0,none,,0.95,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,concentration,top_tier_share,21,0,none,,0.95,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.95,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,active_wallet_activity,active_wallets,21,0,none,,0.8,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,concentration,hhi_concentration,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,concentration,top_tier_share,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.85,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,active_wallet_activity,active_wallets,21,0,none,,0.9,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,concentration,hhi_concentration,21,0,none,,0.9,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,concentration,top_tier_share,21,0,none,,0.9,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,0.9,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,active_wallet_activity,active_wallets,21,0,none,0.0,0.7,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,concentration,hhi_concentration,21,1,info,0.6744907594765952,1.0,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,concentration,top_tier_share,21,1,info,0.6744907594765952,1.0,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,-0.4781589953391334,0.4,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,active_wallet_activity,active_wallets,21,1,info,0.6744907594765952,0.9,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,concentration,hhi_concentration,21,1,watch,1.8531415672365725,1.0,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,concentration,top_tier_share,21,1,watch,1.467445129715531,1.0,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,1,high,125.8765983531984,0.95,2026-05-23T19:25:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
