market_id,tier,anomaly_family,metric_name,row_count,alert_count,max_severity,max_robust_z,max_percentile_rank,first_alert_at,latest_alert_at,limitation,claim_scope
0x0a99479228e93524b25676ae69b94bd3f4278a6bca8d8c265c84d24755399cf5,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,concentration,hhi_concentration,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,concentration,top_tier_share,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x4167e22670f31e5f93d132f78108f3fae809bd15cadf78983eff096845ed1415,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,all_tiers,active_wallet_activity,active_wallets,48,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,all_tiers,concentration,hhi_concentration,48,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,all_tiers,concentration,top_tier_share,48,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,market,market_move,absolute_midpoint_change,94,9,high,194408725314793.62,1.0,2026-07-21T04:30:00Z,2026-09-02T04:30:00Z,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,48,0,none,,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,concentration,hhi_concentration,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,concentration,top_tier_share,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x4e4f77e7dbf4cab666e9a1943674d7ae66348e862df03ea6f44b11eb95731928,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,concentration,hhi_concentration,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,concentration,top_tier_share,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x51f624dbbf14f9edb575fef1be6f7a303751de70783fa144fce27b957452c803,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,active_wallet_activity,active_wallets,21,1,watch,0.6744907594765952,1.0,2026-05-22T20:45:00Z,2026-05-22T20:45:00Z,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,concentration,hhi_concentration,21,4,watch,1.181413782777273,1.0,2026-05-22T20:55:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,concentration,top_tier_share,21,4,watch,1.0803782464501632,1.0,2026-05-22T20:55:00Z,2026-05-23T19:25:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,7,high,6.657681389206567,1.0,2026-05-22T20:45:00Z,2026-05-22T21:50:00Z,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6,all_tiers,active_wallet_activity,active_wallets,1,0,none,,,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6,all_tiers,concentration,hhi_concentration,1,0,none,,,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6,all_tiers,concentration,top_tier_share,1,0,none,,,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x61d9486c0f7e14ed98f3b177b6adcb3cd45646c92e8bbfbf209789b86472d4b6,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,1,0,none,,,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,active_wallet_activity,active_wallets,21,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,concentration,hhi_concentration,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,concentration,top_tier_share,21,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0x6bd56627aa21311850825edb27e53434a0e17a4f782be0086bc07f71eee00d0d,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,active_wallet_activity,active_wallets,68,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,concentration,hhi_concentration,68,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,concentration,top_tier_share,68,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,market,market_move,absolute_midpoint_change,134,9,high,97204362657397.14,1.0,2026-07-13T04:30:00Z,2026-08-27T22:25:00Z,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,68,0,none,-1.6088014134713422,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,active_wallet_activity,active_wallets,21,1,high,3.3724537973829762,1.0,2026-05-22T20:45:00Z,2026-05-22T20:45:00Z,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,concentration,hhi_concentration,21,0,none,0.06895079123828562,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,concentration,top_tier_share,21,0,none,0.2890677829787127,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xbb4d51e6364066d92eb6f9b8413dd7193de70966736044463b205834805a1f3b,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,0.21397375203109353,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,active_wallet_activity,active_wallets,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,concentration,hhi_concentration,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,concentration,top_tier_share,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xd5d9fc47718bd553592d126b1fa5e87183d27f3936975b0c04cc0f2dec1f1bb4,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,0,none,-0.6744907594765952,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,all_tiers,active_wallet_activity,active_wallets,48,0,none,,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,all_tiers,concentration,hhi_concentration,48,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,all_tiers,concentration,top_tier_share,48,0,none,,1.0,,,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,market,market_move,absolute_midpoint_change,94,12,high,243010906643497.25,1.0,2026-07-12T04:30:00Z,2026-09-03T04:30:00Z,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,48,0,none,-0.915767057404719,1.0,,,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,active_wallet_activity,active_wallets,21,0,none,0.6744907594765952,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,concentration,hhi_concentration,21,3,high,390.6936935772208,1.0,2026-05-22T20:45:00Z,2026-05-22T21:20:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,concentration,top_tier_share,21,3,high,16.101745772312672,1.0,2026-05-22T20:45:00Z,2026-05-22T21:20:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,market,market_move,absolute_midpoint_change,40,0,none,,1.0,,,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,21,3,info,1.1997782968922854,1.0,2026-05-22T20:55:00Z,2026-05-22T22:10:00Z,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,active_wallet_activity,active_wallets,69,0,none,0.0,1.0,,,aggregate diagnostic live-style active-wallet tier count; no wallet addresses,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,concentration,hhi_concentration,69,2,info,0.6744907594765952,1.0,2026-05-22T20:45:00Z,2026-05-22T22:00:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,concentration,top_tier_share,69,2,info,0.6744907594765952,1.0,2026-05-22T20:45:00Z,2026-05-22T22:00:00Z,aggregate diagnostic live-style concentration input; no wallet-performance claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,market,market_move,absolute_midpoint_change,136,5,high,85053817325221.23,1.0,2026-07-11T04:30:00Z,2026-07-28T04:30:00Z,diagnostic live-style input; no orderbook claim,descriptive_monitor_alert_summary_only
0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,all_tiers,wallet_tier_activity,log1p_total_observed_amount_usd,69,1,high,62.1371305287111,1.0,2026-05-22T21:05:00Z,2026-05-22T21:05:00Z,aggregate diagnostic live-style wallet-tier input; no wallet addresses or wallet-performance claim,descriptive_monitor_alert_summary_only
